phrase,abbr,count
female pelvic floor disorders,FPFD,1
female hamster vaginal secretion,FHVS,1
feline interstitial cystitis,FIC,1
feeding tubes,FT,1
feedback related negativity,FRN,1
feedback prediction error,FPE,1
feed arteries,FA,1
federally qualified healthcare centers,FQHCs,1
fecal occult blood test,FOBT,1
fecal immunochemical test,FIT,1
febrile status epilepticus,FSE,1
febrile range temperature,FRT,1
febrile convulsions,FCs,1
fear proneness,FP,1
fear potentiated startle,FPS,1
fear conditioning,FC,1
fear avoidance model,FAM,1
fatty liver,FL,1
fatty acyl CoA synthetase,FACS,1
fatty acids,03FA,1
fatty acid transport protein,FATP1,1
fatty acid synthases,FASs,1
fatty acid synthase,mitFAS,1
fatty acid ethyl esters,FAEEs,1
fat signal fraction,FSF,1
fat mass,FM,1
fat associated lymphoid clusters,FALCs,1
fasting specific insulin,FSI,1
fasting hyperglycemia,FH,1
fastigial nucleus,cFN,1
fast treadmill training,FTT,1
fast out layer,FOL,1
fast foods,FF,1
fasciculus retroflexus,FR,1
fascia iliaca blocks,FIB,1
farnesyl transferase inhibitors,FTIs,1
farnesyl transferase,FT,1
farnesyl transferase,FTase,1
far red,FR,1
fan beam,FB,1
family treatment,FT,1
family history positive,FHP,1
family history,FH+,1
family child care providers,FCCPs,1
family child care homes,FCCHs,1
family centered functional therapy,FCFT,1
family based treatment,FBT,1
family based ecological interventions,FBEI,1
family based behavioral intervention,FBBI,1
familiar hypertrophic cardiomyopathy,FHC,1
familial tumor calcinosis,FTC,1
familial spastic paraplegia,FSP,1
familial periodic paralyses,FPP,1
familial pancreatic cancer,FPC,1
familial neurohypophyseal diabetes insipidus,FNDI,1
familial interstitial pneumonia,FIP,1
familial idiopathic scoliosis,FIS,1
familial hypocalciuric hypercalcemia,FHH,1
familial episodic pain syndrome,FEPS,1
familial combined hyperlipidemia,FCH,1
familial chilblain lupus,FCL,1
familial aortic aneurysm,FAA,1
familial advanced sleep phase syndromes,FASPS,1
familial HDL deficiency,FHD,1
familial Alzheimer disease,FAD,1
false vocal folds,FVF,1
false prediction rate,FPR,1
false positive fraction,FPF,1
false positive,FP,1
failure to thrive,FTT,1
failure load,FL,1
factory made,FM,1
factors V,FV,1
factor inhibiting HIF,FIH,1
factor homologous factors,FHF,1
factor X,FX,1
factor Va,FVa,1
factor M1,FoxM1,1
facor H related,FHR,1
facio scapulo humeral dystrophy,FSHD,1
facilitating cell,FC,1
facilitated usual care,FUC,1
facial nerve axotomy,FNA,1
facial image processing,FIP,1
face to face,FTF,1
face emotion recognition,FER,1
ezrin binding motif,EBM,1
ezrin bind protein,EBP50,1
eye tracking dysfunction,ETD,1
eye field transcription factors,EFTFs,1
extrinsic primary afferent neurons,EPANs,1
extrinsic primary afferent nerves,EPANs,1
extrinsic cardiac nerve activity,ECNA,1
extremely rare variants,ERVs,1
extremely low frequency,ELF,1
extremely low birth weight,"ELBW,<1kg",1
extreme discordant phenotype,EDP,1
extreme anterior domain,EAD,1
extraction fraction,EF,1
extracranial carotid,EC,1
extracellularly regulated kinases,ERK,1
extracellularly regulated kinases,ERK1/2,1
extracellular traps,ETs,1
extracellular regulating kinase,ERK,1
extracellular matrix,EM,1
extracellular domain,ED,1
extracellular collagen matrix,ECM,1
extinction reminder,ER,1
external plexiform layer,EPL,1
external iliac arteries,EIA,1
external germinal layer,EGL,1
external genital lesions,EGLs,1
external beam,EB,1
extensor digitorum longus,EDL,1
extensive metabolizers,EM,1
extended twin,ET,1
extended spectrum cephalosporins,ESCs,1
extended spectrum B lactamase,ESBL,1
extended linear response,ELR,1
extended disability status score,EDSS,1
extended amygdala,EA,1
expression state switching rate,ESSR,1
expressed seuqence tags,ESTs,1
expressed CpG island sequence tags,ECISTs,1
experimental myasthenia gravis,EMG,1
experimental febrile seizures,EFS,1
experimental dry eye,EDE,1
experimental colitis,EC,1
experimental autoimmune uveoretinitis,EAU,1
experimental autoimmune encephalomylelitis,EAE,1
experimental autoimmnune anterior uveitis,EAAU,1
experimental allergic encephalitis,EAE,1
experience sampling methods,ESM,1
expedited partner therapy,EPT,1
expected value,EV,1
expectation states theory,EST,1
expectation maximization,EM,1
expanded school mental health,ESMH,1
expanded disability status scale,EDSS,1
exonic splicing silencers,ESS,1
exonic splicing silencers,ESSs,1
exon specific enhancer,ESE,1
exocrine luminal epithelial cells,ELECs,1
exhaled breath condensate filters,EBCF,1
exhaled breath condensate,EBC,1
exfoliative toxin B,ETB,1
exercising leg,EL,1
exercise training,ExTr,1
exercise presser reflex,EPR,1
exercise physical therapy,EPT,1
exercise induced bronchoconstriction,EIB,1
exercise induced asthma,EIA,1
exercise energy expenditure,EEEx,1
exemplar based random walk,EBRW,1
executive function therapy,EFT,1
executive dysfunction,ED,1
executive cognitive functions,ECF,1
exclusive breast feeding,EBF,1
excitotoxic amino acid transporter,EAAT,1
excited state proton transfer,ESPT,1
excited state intramolecular proton transfer,ESIPT,1
excitatory post synaptic currents,mEPSCs,1
excitatory post synaptic currents,EPSCs,1
excitatory junction potentials,EJPs,1
excitatory inhibitory,E/I,1
"excitation, contraction",EC,1
excitation inhibition,E/I,1
excitation energy transfer,EET,1
excitation emission matrix,EEM,1
excitation emission matrices,EEMs,1
excessive mechanical load,EML,1
excessive bleeding,EB,1
exception from informed consent,EFIC,1
ex vivo lung perfusion,EVLP,1
evolutionary action,EAp53,1
evoked response potentials,ERPs,1
evoked response potential,ERP,1
evoked potentials,qEP,1
evoked junctional potential,EJP,1
evoked compound action potentials,ECAPs,1
evoked compound action potential,ECAP,1
evidence based psychotherapies,EBPs,1
ever married women,EMW,1
ever married men,EMM,1
event related optical signal,EROS,1
eumenorrheic athletes,EA,1
ethylmalonic encephalopathy,EE,1
ethylene vinyl acetate,EVA,1
ethinyl estradiol,EE2,1
etheno A,EA,1
ethanolamine plasmalogen,EP1,1
ethanol exposure,EE,1
estrone/dehydroepiandrosterone sulfatase,ES,1
estrogen treatment,ET,1
estrogen therapy,ET,1
estrogen related receptor,ERR?,1
estrogen receptor related,ERR,1
estrogen receptor,ER+,1
estrogen receptor,ERbeta,1
estrogen dendrimer conjugates,EDCs,1
estimated blood alcohol concentrations,EBACs,1
estimated average requirement,EAR,1
"esterified isosprostanes,",EIs,1
esterified estrogen,EE,1
essential thromobocythemia,ET,1
essential thrombocytosis,ET,1
essential fatty acid,EFA,1
essential amino acids,EAAs,1
essential amino acid,EAA,1
esophago gastric junction,EGJ,1
esophageal squamous cell neoplasia,ESCN,1
esophageal squamous cell carcinoma,ESCC,1
esophageal candidiasis,EC,1
escape from fear,EFF,1
escalation with overdose control,EWOC,1
escalating dose binge,EDB,1
erythroid progenitor cells,EPCs,1
erythroid progenitor cells,ErPC,1
erythroid progenitor cell,EPC,1
erythrocyte stimulating agents,ESAs,1
erythrocyte binding antigen,EBA,1
erythroblastic islands,EIs,1
erythro myeloid progenitors,EMP,1
erythema nodosum leprosum,ENL,1
error related negativity,oERN,1
error prone state,EPS,1
equivalent uniform doses,EUDs,1
equilibrium binding isotope effects,EBIEs,1
equilibrative nucleoside transporters,ENT1/2,1
epoxide hydrolases,EHs,1
epoxide hydrolase,EH,1
eponemycin binding proteins,EBPs,1
epithelial support complex,ESC,1
epithelial stem cells,EpSCs,1
epithelial mesenchyme transition,EMT,1
epithelial mesenchymal trophic unit,EMTU,1
epithelial gap junction system,EGJS,1
epithelial endothelial cells,Epi/EC,1
epithelial cells,ECs,1
epithelial cell,EpiC,1
epithelial basement membrane,EBM,1
epithelial barrier function,EBF,1
epithelial Na+ channels,ENaCs,1
episodic ataxia,EA,1
episcleral venous pressure,EVP,1
epileptogenic zone,EZ,1
epileptiform electrical activity,EEA,1
epigenome wide association study,EWAS,1
epidermal stem cells,EpiSCs,1
epidermal permeability barrier,EPB,1
epidermal growth factor receptors,EGFRs,1
epidermal growth factor receptor,EGFR+,1
epiblast like cell,EpiLC,1
epaxial somite,ES,1
eosinophil derived neurotoxin,EDN,1
eosinophil derived granule proteins,EDGPs,1
eosinophil cationic protein,ECP,1
enzyme replacement therapies,ERTs,1
environmental support,ES,1
environmental scanning electron microscopy,ESEM,1
environmental public health action strategy,EPHAS,1
environmental interventions,EIs,1
environmental endocrine disruptors,EEDs,1
environmental control strategy,ECS,1
environmental complexity,EC,1
envelope/endoplasmic reticulum,ER,1
envelope stress response,ESR,1
entorhinal cortex,mEC,1
entomological inoculation rate,EIR,1
enterobacterial common antigen,ECA,1
entero adherent factor,EAF,1
enteric neuronal stem/progenitor cells,ENSCs,1
enteric neural crest derived cells,ENCDC,1
enteric neural crest,ENC,1
enhancing nutrients,lENs,1
enhancer binding protein,EBP,1
enhanced treatment as usual,ETAU,1
enhanced retroviral mutagenesis,ERM,1
enhanced green fluorescent protein,EGFP+,1
enhanced differential display,EDD,1
enhanced aftercare,EA,1
enhanced S cone syndrome,ESCS,1
engineered tendon matrix,ETM,1
engineered splicing factors,ESFs,1
engineered heart tissue,EHT,1
engineered heart slices,EHS,1
engineered bone marrow,EBM,1
energy transfer,ET,1
energy restriction mimetic agents,ERMA,1
energy restriction mimetic agents,ERMAs,1
energy restriction,ER,1
energy resolved photon counting,ERPC,1
energy balance related behaviors,EBRB,1
energy absorbance,EA,1
endovascular image guided interventions,EIGI,1
endotracheal tube,ET,1
endotoxin induced uveitis,EIU,1
endothetium derived hyperpolarizing factor,EDHF,1
endothelium reticulum,ER,1
endothelium derived nitric oxide,EDNO,1
endothelium derived hyperpolarization,EDH,1
endothelial surface layer,ESL,1
endothelial progenitor/stem cells,EPC,1
endothelial progenitor cells,eEPCs,1
endothelial progenitor cells,hEPCs,1
endothelial mesenchymal transition,EnMT,1
endothelial mesenchymal transition,EMT,1
endothelial mesenchymal transition,EndMT,1
endothelial mesenchymal transformation,EMT,1
endothelial derived hyperpolarizing factor,EDHF,1
endothelial derived hyperpolarization factor,EDHF,1
endothelial dependent hyperpolarizing factor,EDHF,1
endothelial colony forming cells,ECFCs,1
endothelial colony forming cells,ECFC,1
endothelial cells,hmEC,1
endothelial cell progenitors,iECPs,1
endothelial cell growth factor,ECGF,1
endothelial cell adhesion molecules,ECAMs,1
endothelial cell adhesion molecules,ECAM,1
endothelial cell,EndoC,1
endothelia cells,ECs,1
endoscopic mucosal resection,EMR,1
endoplasmin reticulum,ER,1
endoplasmic reticulum.,ER,1
endoplasmic reticulum stress element,ERSE,1
endoplasmic reticulum stress,ERS,1
endoplasmic reticulum storage diseases,ERSD,1
endoplasmic reticulum Golgi intermediate compartment,ERGIC,1
endoplasmic reticulum,E.R.,1
endoplasmi reticulum,ER,1
endonuclease G,EndoG,1
endometrioid endometrial carcinoma,EEC,1
endometrial stromal sarcomas,ESSs,1
endometrial stromal cells,ESCs,1
endometrial intraepithelial carcinoma,EIC,1
endometrial carcinoma,EC,1
endometrial ablation,EA,1
endolymphatic sac,ES,1
endogenous opioid peptides,EOP,1
endogenous depression,ED,1
endogenous circadian pacemaker,ECP,1
endogenous cannabinoid system,ECS,1
endodermal precursor cells,EPCs,1
endocytic recycling compartment,ERC,1
endocycling cells,iECs,1
endocrine disrupting compounds,EDCs,1
endocardial mesechymal transition,EMT,1
endocardial cushions,ECs,1
endo lysosomal membrane permeabilization,ELMP,1
end stage lung disease,ESLD,1
end stage heart failure,ESHF,1
end stage ankle arthritis,ESAA,1
end plates,EP,1
end joining,EJ,1
end diastolic volume,EDV,1
enantioselective oxidative dearomatization,EOD,1
empirically based treatments,EBT,1
emotional instability,EI,1
emotional distress,ED,1
emotional disclosure,ED,1
emotion regulation abilities,ERAs,1
emergent behavioral profile,EBP,1
emergency medical system,EMS,1
emergency medical service,EMS,1
emergency granulopoiesis,EG,1
emergency contraception,EC,1
embryonic stem cells,huESCs,1
embryonic stem ceils,ESC,1
embryonic stem,mES,1
embryonic stem,E.S.,1
embryonic genome activation,EGA,1
embryonic fibroblast,EF,1
embryonal cancers,ECs,1
embryoid body derived,hEBD,1
embryo stem cells,mESCs,1
embryo stem,ES,1
elongation factor,eEF,1
elongation factor,eEF2,1
elongation factor,EF,1
elongation complexes,ECs,1
elongation complex,EC,1
elevated liver fat,ELF,1
elemental carbon,EC,1
electrophoretic mobility shift analyses,EMSA,1
electrophoresis mobility shift assay,EMSA,1
electrophilic fatty acid derivatives,EFAD,1
electrophilic aromatic substitution,EAS,1
electrophile response element,EpRE,1
electropheretic mobility shift assays,EMSA,1
electronic speckle pattern interferometry,ESPI,1
electronic patient record systems,EPRSs,1
electronic monitoring devices,EMDs,1
electronic momentary assessments,EMA,1
electronic informed consent information,EICI,1
electronic healt records,EHRs,1
electronic colon cleansing,ECC,1
electronic cleansing,lfEC,1
electronic cleansing,hpEC,1
electron transport variants,ETVs,1
electron transfer dissocation,ETD,1
electron tomography,ET,1
electron tomography,cryoET,1
electron paramagnetic resonance,hfEPR,1
electron multiplying charge coupled device,EMCCD,1
electron microscopy tomography,EMT,1
electron microscopical,EM,1
electron microscopic,cryoEM,1
electron impact,EI,1
electron diffraction,ED,1
electron detachment dissociation,EDD,1
electron cryo tomography,ECT,1
electrogenic organic anion transporter,cEOAT,1
electrocortical stimulation mapping,ESM,1
electroanatomic/ mechanical mapping,EMM,1
electro magnetic,EM,1
electrical stimulation mapping,ESM,1
electrical response activity,ERA,1
electrical cortical stimulation,ECS,1
electrical control activity,ECA,1
electric pulses,nsEP,1
electric fields,EFs,1
electric field stimulation,EFS,1
electric discharge machining,EDM,1
electric acoustic stimulation,EAS,1
elastic network models,ENMs,1
efficient mixed model association,EMMA,1
efferent arteriole,EA,1
effector triggered immunity,ETI,1
effector triggered immune,ETI,1
effector memory,EM,1
effective surface hydrophobicity,ESH,1
effective filtration area,EFA,1
effective doses,ED50s,1
effective concentration,EC50,1
effective circulating volume,ECV,1
educational intervention,EI,1
education only,EO,1
education control,EC,1
education as usual,EAU,1
education activation,EduAct,1
educable mentally retarded,EMR,1
editing sites,ESs,1
ectoplasmic specialization,ES,1
ectopic nexus,EN,1
ectopic granule cells,EGCs,1
ectodermal dysplasias,EDs,1
ectodermal dysplasia,ED4,1
economic choice,EC,1
ecological momentary interventions,EMIs,1
ecological momentary interventions,EMI,1
echo volume imaging,EVI,1
echo planar spectroscopic imaging,EPSI,1
ecdysone receptor,EcR,1
ecdysis triggering hormones,ETH,1
eating frequency,EF,1
eating activity,EA,1
eastern equine encephalitis virus,EEEV,1
early thymic progenitors,ETPs,1
early stage of psychosis,ESOP,1
early stage investigator,ESI,1
early stage breast cancer,ESBC,1
early response gene,ERG,1
early renal function decline,ERFD,1
early pregnancy loss,EPL,1
early onset torsion dystonia,EOTD,1
early onset schizophrenia,EOS,1
early menopausal transition,EMT,1
early infant diagnosis,EID,1
early genome activation,EGA,1
early enhancer,EE,1
early endosome autoantigen,EEA1,1
early effector cells,EEC,1
early committed cells,ECCs,1
early childhood education,ECE,1
early childhood development,ECD,1
early autophagy targeting/tethering,EAT,1
early alveolar lung,EAL,1
early adverse skin reactions,EASRs,1
eIF4E sensitivity element,4ESE,1
eIF4E regulatory factors,4ERFs,1
dystrophin associated complexes,DACs,1
dystrophic cardiac calcification,DCC,1
dystrophia myotonia associated homeobox protein,DMAHP,1
dysfunctional uterine bleeding,DUB,1
dynein regulatory complex,DRC,1
dynein intermediate chain,DIC,1
dynamin related proteins,DRPs,1
dynamin related protein,DRP,1
dynamic vascular optical tomographic imaging,DVOTI,1
dynamic neural field,DNF,1
dynamic light scattering,DLS,1
dynamic kinetic resolutions,DKRs,1
dynamic force spectroscopy,DFS,1
dynamic fluid pressure,DFP,1
dynamic contrast enhancement,DCE,1
dynamic belief network,DBN,1
dynamic Burrows Wheeler transformation,DBWT,1
dyad symmetry,DS,1
ductal carcinomas in situ,DCIS,1
dual specific phosphatases,DSPs,1
dual modality tomographic,DMT,1
dual disordered,DD,1
dual camera coincidence tomography,DCCT,1
dual axis confocal,DAC,1
drugs of abuse,DOA,1
drug users,DUs,1
drug use disorders,DUD,1
drug use disorders,DUDs,1
drug use,DU,1
drug tolerant state,DTS,1
drug susceptibility testing,DST,1
drug resistance generating,DRG,1
drug metabolizing enzymes,DMEs,1
drug dependent individuals,DDIs,1
drug counseling,DC,1
drug abuse,DA,1
drop out rates,DORs,1
draining lymph nodes,sDLNs,1
draining lymph nodes,DLNs,1
doxorubicin induced cardiotoxicity,DIC,1
downstream mobile elements,DME,1
downstream activating sequence,DAS,1
doubt negative,DN,1
double strand linear,DSL,1
double strand brakes,DSB,1
double stand breaks,DSBs,1
double saccade task,DST,1
double quantum coherence,iDQC,1
double push,DP,1
double positive,DP+,1
double knockout,DK,1
double knock out,DKO,1
double bundle,DB,1
double Holliday junction,DHJ,1
dose prediction errors,DPEs,1
dosage compensation,DC,1
dorsal ventral,D/V,1
dorsal thalamus,DT,1
dorsal telencephalic midline,DTM,1
dorsal tegmental,DTg,1
dorsal striatum,DStr,1
